funding_total_usd,funding_rounds,years_since_founded,years_since_last_funding,domain_clean,status_failed
18500000.0,3,21.0,14,AI,0
21800000.0,3,17.0,11,biotechnology,0
35000000.0,1,23.0,17,SaaS,0
2000000.0,1,20.0,13,automotive,0
2000000.0,1,18.0,13,e-commerce|price comparison|property management|rental housing,0
37000000.0,5,15.0,11,curated web|online rental|real estate,0
70000.0,1,13.0,13,hardware|price comparison|real estate|search|travel|vacation rentals,0
7200000.0,3,14.0,12,SaaS,0
3800000.0,1,32.0,17,SaaS,0
20000.0,1,13.0,13,AI,0
55509987.0,4,18.0,12,biotechnology,0
3853000.0,2,19.0,15,HealthTech,0
2000000.0,1,14.0,12,sports,0
100000.0,1,14.0,14,AI,0
15196305.0,5,16.0,11,SaaS,0
46420307.0,4,27.0,14,SaaS,0
375000.0,1,13.0,11,bioinformatics|biotechnology|diagnostics,0
160279779.0,15,27.0,16,mobile|wireless,0
2000000.0,1,14.0,15,biotechnology|developer apis|manufacturing,0
22720522.0,2,17.0,12,clean technology,0
30000000.0,1,23.0,15,FinTech,0
2000000.0,1,15.0,14,security,0
24661724.0,4,29.0,13,EdTech,0
2763899.0,3,21.0,11,biotechnology,0
20000000.0,1,16.0,13,biotechnology,0
1840000.0,1,13.0,13,FinTech,0
550200.0,1,15.0,15,industrial|organic|waste management,0
6200000.0,1,13.0,12,alternative medicine,0
8600000.0,4,16.0,11,AI,0
17200000.0,2,40.0,19,SaaS,0
40000.0,1,13.0,11,SaaS,0
8550000.0,3,15.0,11,SaaS,0
11280162.0,5,21.0,14,SaaS,0
23522.0,1,13.0,12,SaaS,0
43500000.0,4,25.0,17,HealthTech,1
2000000.0,1,15.0,13,HealthTech,0
173000000.0,7,22.0,12,SaaS,0
650000.0,2,12.0,11,analytics|big data|testing,0
100000.0,1,12.0,12,SaaS,0
2000000.0,2,14.0,11,SaaS,0
2900000.0,2,14.0,13,SaaS,0
13456610.0,1,24.0,11,biotechnology,0
22579169.0,4,17.0,12,HealthTech,0
3075000.0,1,26.0,12,fashion,0
2000000.0,1,12.0,11,FinTech,0
22579243.0,8,23.0,12,SaaS,1
270000.0,1,17.0,12,design,0
3350000.0,3,17.0,12,SaaS,0
2000000.0,1,14.0,13,SaaS,0
17200000.0,2,19.0,19,FinTech,0
60100000.0,4,20.0,14,HealthTech,1
5099000.0,1,19.0,13,HealthTech,0
2000000.0,1,22.0,17,business development|diagnostics|services,0
500000.0,1,15.0,15,biotechnology,0
2155050.0,3,22.0,15,SaaS,0
2000000.0,1,36.0,12,SaaS,0
9700000.0,1,26.0,21,SaaS,0
70000.0,3,22.0,13,SaaS,1
996550.0,1,17.0,16,HealthTech,0
225081113.04000014,8,20.0,11,HealthTech,0
140000.0,1,12.0,13,manufacturing,0
2000000.0,1,19.0,18,HealthTech,0
5682737.0,4,16.0,11,biotechnology,0
15000000.0,1,18.0,12,local search|mobile,0
2000000.0,1,15.0,15,AI,0
22300000.0,3,30.0,16,biotechnology,0
31000000.0,3,22.0,12,HealthTech,0
120000.0,1,13.0,12,SaaS,0
375000.0,2,25.0,14,biotechnology,0
800000.0,4,14.0,11,AI,0
94000000.0,5,16.0,11,analytics|big data analytics|mobile,0
250000.0,2,15.0,14,AI,1
1195000.0,3,14.0,13,SaaS,0
3000000.0,3,14.0,13,advertising,0
50000.0,1,12.0,12,SaaS,0
2000000.0,1,17.0,12,SaaS,0
1059500.0,2,14.0,11,SaaS,0
2000000.0,1,12.0,12,MarTech,0
331000.0,1,18.0,18,SaaS,0
964997.0,3,12.0,11,SaaS,0
746000.0,3,20.0,14,analytics|business intelligence|data visualization|development platforms,0
1750000.0,2,15.0,14,SaaS,0
1700000.0,1,15.0,14,FinTech,1
1200000.0,2,15.0,14,advertising|facebook applications,0
300000.0,1,11.0,11,analytics|apps|mobile|real time,0
2000000.0,1,14.0,14,SaaS,0
1815000.0,3,17.0,14,MarTech,0
2000000.0,1,15.0,15,babies|mobile|networking|parenting,0
1299787.0,3,17.0,11,app discovery|apps|hardware|marketplaces|mobile devices,0
9600000.0,2,19.0,14,SaaS,1
2525563.0,5,16.0,13,android|apps|developer tools|ios|mobile|startups,0
2000000.0,1,15.0,15,MarTech,0
380000.0,3,12.0,11,SaaS,0
600000.0,2,16.0,16,developer apis|facebook applications|marketplaces|mobile,1
22500000.0,4,15.0,12,SaaS,0
1000000.0,1,14.0,14,mobile,0
6500000.0,1,15.0,14,analytics|business intelligence|loyalty programs,0
7400000.0,2,12.0,11,advertising exchanges|employment|human resources|recruiting,0
87900000.0,9,20.0,11,SaaS,0
4000000.0,1,19.0,16,SaaS,0
750000.0,1,15.0,15,curated web,0
7500000.0,1,13.0,12,SaaS,0
1100000.0,1,17.0,11,government innovation|mobile|open source|paas,0
10000000.0,1,12.0,11,MarTech,0
22623720.0,5,16.0,11,SaaS,0
11600000.0,4,18.0,12,SaaS,0
100.0,1,12.0,13,e-commerce,0
1200000.0,1,13.0,12,SaaS,0
250000.0,1,13.0,12,SaaS,0
225081113.04000014,6,17.0,11,SaaS,0
5265646.0,2,16.0,13,advertising,0
14000000.0,3,14.0,11,SaaS,0
1500000.0,1,13.0,12,SaaS,0
225081113.04000014,7,18.0,11,SaaS,0
9400000.0,2,13.0,12,AI,0
7267800.0,1,25.0,20,SaaS,0
161947.0,3,13.0,12,hospitality|local search|online reservations|restaurants,1
564682.0,1,11.0,11,information technology,0
1800000.0,2,12.0,11,EdTech,0
300000.0,1,12.0,12,apps|content|mobile|music,0
550000.0,2,17.0,12,SaaS,0
2916745.0,2,14.0,12,SaaS,0
20000000.0,1,26.0,19,SaaS,0
60000.0,1,14.0,13,SaaS,1
39400000.0,6,17.0,11,android|app stores|enterprises|ios|ipad|iphone|mobile,0
120000.0,3,14.0,13,SaaS,0
2000000.0,1,18.0,15,delivery|hospitality,0
65000.0,1,17.0,17,SaaS,0
125000.0,2,12.0,11,mobile|restaurants|technology,0
20025000.0,6,17.0,11,SaaS,0
4100000.0,1,21.0,21,analytics,0
30000000.0,2,20.0,17,real estate,0
25000.0,2,12.0,11,app stores|mobile|mobile analytics,0
2200000.0,3,15.0,12,AI,0
7000000.0,1,13.0,11,SaaS,0
15000.0,1,18.0,17,apps|consulting|graphics|mobile|technology,0
3180000.0,1,24.0,20,SaaS,0
15000.0,1,14.0,13,ios|mobile,0
13500000.0,1,16.0,13,app stores|mobile,0
3500000.0,2,16.0,12,SaaS,0
2000000.0,1,15.0,15,web hosting,0
1800000.0,1,15.0,14,mobile,0
44250000.0,8,18.0,13,advertising|app stores|mobile,0
47499994.0,2,27.0,12,SaaS,0
1080000.0,2,12.0,11,HealthTech,0
29000000.0,2,14.0,11,AI,0
2000000.0,1,14.0,14,SaaS,0
318627.0,1,15.0,14,SaaS,0
1231629.0,2,12.0,11,MarTech,0
600000.0,2,12.0,11,mobile|social media,0
1200000.0,1,15.0,13,advertising platforms|apps|games|mobile|mobile advertising,0
5600000.0,3,18.0,13,SaaS,0
2300000.0,1,11.0,11,SaaS,0
2250000.0,4,15.0,11,SaaS,0
6000000.0,1,14.0,12,MarTech,0
200000.0,1,14.0,14,mobile,0
12000000.0,1,25.0,23,SaaS,0
111700000.0,5,20.0,11,SaaS,0
47697751.0,7,25.0,11,analytics|big data|cloud computing|genetic testing|life sciences,0
2000000.0,1,14.0,12,FinTech,0
500000.0,1,13.0,12,SaaS,0
6034050.0,1,34.0,22,application platforms,0
715000.0,3,19.0,17,SaaS,0
19900.0,2,12.0,12,SaaS,0
10000000.0,1,25.0,20,SaaS,0
2000000.0,1,11.0,11,design|mobile|outsourcing|web development,0
1100000.0,1,15.0,12,SaaS,0
2000000.0,1,11.0,12,MarTech,0
401500.0,3,14.0,13,SaaS,0
2206000.0,4,17.0,11,SaaS,0
80800000.0,6,19.0,12,SaaS,0
802366.0,1,17.0,15,cloud computing|web hosting,0
250000.0,1,50.0,49,AI,0
150000.0,1,19.0,13,EdTech,0
100000.0,1,12.0,11,consumer electronics,0
2000000.0,1,21.0,11,consumer electronics,0
5600000.0,2,18.0,11,EdTech,0
50000.0,1,12.0,12,fashion|photography|web development,0
37770000.0,3,13.0,11,FinTech,0
25000000.0,1,137.0,11,customer service|distribution|manufacturing|natural resources|pharmaceuticals,0
122000.0,2,11.0,11,application platforms|colleges|services,1
1000000.0,2,15.0,13,mobile,0
10500000.0,5,17.0,11,social television|video on demand|video streaming,0
549964.0,1,12.0,11,information technology,0
1000000.0,1,17.0,14,SaaS,0
18000.0,1,20.0,18,FinTech,0
17000000.0,2,25.0,20,SaaS,0
2000000.0,1,17.0,16,SaaS,0
8250080.0,2,18.0,14,HealthTech,0
505200.0,1,13.0,11,biotechnology,0
2142961.0,5,13.0,11,manufacturing,0
2000000.0,1,19.0,12,clean technology,0
2000000.0,1,12.0,11,AI,0
78050000.0,5,17.0,14,biotechnology,0
30300000.0,3,24.0,18,advertising,1
4000000.0,1,20.0,16,biotechnology,0
1358979.0,3,23.0,14,SaaS,1
2000000.0,1,13.0,11,human resources,0
2000000.0,3,18.0,15,analytics|big data,0
1000000.0,1,24.0,24,technology,0
370356.0,2,24.0,13,nanotechnology,0
45319939.0,3,29.0,14,semiconductors,0
154000000.0,2,27.0,13,SaaS,0
72999993.0,3,20.0,13,HealthTech,0
49770145.0,5,19.0,14,manufacturing,1
161211.161544331,1,13.0,11,electric vehicles|information technology|mobile analytics|smart grid,0
40000000.0,1,18.0,11,concentrated solar power|electronics|renewable energies,0
4520763.0,2,18.0,13,HealthTech,0
5935201.0,2,23.0,14,SaaS,0
2000000.0,1,24.0,15,HealthTech,0
6000000.0,2,18.0,14,advertising|facebook applications|games|social games,0
20000000.0,1,14.0,13,advertising|mobile|mobile advertising|mobile games|monetization,0
2000000.0,1,14.0,13,mobile,0
4000000.0,1,28.0,21,SaaS,0
63000.0,1,14.0,13,SaaS,0
4807850.0,2,16.0,15,SaaS,0
462166.194963709,1,14.0,13,SaaS,0
160000.0,1,16.0,13,SaaS,0
7000000.0,1,13.0,11,mobile,0
1286600.0,1,12.0,12,mobile,0
4020000.0,2,14.0,12,ad targeting|apps|mobile commerce,0
34330.0,1,13.0,12,EdTech,0
100000.0,1,14.0,13,EdTech,0
125000.0,1,13.0,13,SaaS,0
98000.0,2,14.0,13,EdTech,0
90000.0,1,13.0,12,EdTech,0
15200000.0,1,14.0,11,mobile,0
1000000.0,1,16.0,16,android|iphone|mobile,0
3000000.0,2,14.0,13,SaaS,0
9402703.0,3,20.0,11,android|enterprise application|iphone|mobile|mobile enterprise|mobile security,0
2000000.0,1,14.0,13,events|mobile,0
55799998.0,5,15.0,13,SaaS,0
225081113.04000014,8,19.0,11,MarTech,0
2000000.0,1,14.0,13,mobile,0
11700000.0,3,20.0,14,SaaS,0
50000.0,1,14.0,11,SaaS,0
1500000.0,1,12.0,11,SaaS,0
3460000.0,3,11.0,11,android|apps|mobile|mobile advertising,0
20000.0,1,14.0,12,AI,0
265509.0,1,14.0,12,AI,0
800000.0,1,17.0,17,curated web,0
360000.0,2,15.0,14,SaaS,0
2000000.0,1,20.0,12,SaaS,0
2569000.0,2,17.0,15,apps|mobile,0
1500000.0,1,13.0,11,big data|cloud computing|internet of things,0
8700000.0,3,15.0,12,mobile,0
50000.0,2,11.0,11,SaaS,1
2000000.0,1,15.0,12,consumers|mobile|social + mobile + local,0
1800000.0,2,16.0,13,apps|mobile,0
55000.0,1,14.0,13,SaaS,0
2000000.0,1,17.0,16,apps|celebrity|facebook applications|news|video streaming,1
700000.0,1,16.0,15,advertising|ipad|iphone|ipod touch|mobile,0
800000.0,1,19.0,19,AI,1
56000000.0,4,19.0,11,SaaS,0
1500000.0,2,15.0,11,EdTech,0
31500000.0,4,22.0,16,mobile,0
25000000.0,2,13.0,11,security,0
364742.0,2,15.0,11,advertising|e-commerce|social commerce,0
750000.0,1,22.0,20,security,0
63000000.0,9,25.0,17,SaaS,0
2000000.0,2,18.0,15,advertising,0
2400000.0,1,16.0,13,consumers|mobile,0
40000.0,1,17.0,16,games,1
690000.0,3,15.0,11,SaaS,0
200000.0,1,14.0,13,SaaS,0
500000.0,1,16.0,15,e-commerce,0
3455250.0,3,16.0,12,android|apps|ipad|iphone|mobile|storage|web development|web tools,0
2000000.0,1,14.0,14,SaaS,0
40000.0,2,16.0,12,mobile|qr codes|web cms,0
7000000.0,2,20.0,17,SaaS,1
2000000.0,1,12.0,12,application platforms|apps|mobile|online dating|social network media,0
500000.0,1,13.0,13,SaaS,0
20900000.0,2,18.0,11,SaaS,0
2000000.0,1,11.0,11,SaaS,0
2000000.0,1,15.0,14,SaaS,0
3000000.0,2,14.0,12,mobile,0
118000.0,1,14.0,14,FinTech,0
70978783.0,2,30.0,14,SaaS,0
8699999.0,4,17.0,11,advertising|android|ios|mobile|promotional,0
27100000.0,3,15.0,11,MarTech,0
250000.0,2,15.0,14,FinTech,0
32090.0,1,16.0,15,SaaS,0
2015000.0,3,14.0,11,developer tools,0
150000.0,1,15.0,15,apps|marketplaces|motion capture,0
1925000.0,1,22.0,11,MarTech,0
2000000.0,1,13.0,13,analytics|android|ios|mobile,0
2000000.0,1,15.0,14,advertising,0
30000.0,1,15.0,15,FinTech,0
329500.0,1,14.0,12,SaaS,0
13329915.0,4,18.0,14,advertising,1
1500000.0,2,15.0,13,mobile,0
1155000.0,2,16.0,15,SaaS,0
200000.0,1,15.0,14,advertising|curated web|mobile|virtualization,0
2000000.0,1,16.0,15,SaaS,0
10671168.0,5,18.0,12,all markets|android|apps|iphone|marketplaces|mobile|reviews and recommendations|storage,0
615000.0,1,20.0,11,mobile|sports|video streaming,0
250000.0,1,13.0,11,EdTech,0
6515000.0,4,15.0,12,SaaS,0
30240000.0,3,25.0,16,advertising,0
1700000.0,3,15.0,12,mobile|sports,0
800000.0,1,12.0,12,application platforms|internet|mobile,0
6250000.0,1,15.0,14,security,0
618000.0,2,14.0,13,SaaS,0
282355.0,2,14.0,12,art|digital media|mobile|publishing,0
6100000.0,4,13.0,11,SaaS,0
136000000.0,7,19.0,12,SaaS,0
1350000.0,3,14.0,12,apps|e-commerce|mobile|mobile commerce,0
1767000.0,8,15.0,13,apps|big data|big data analytics|marketplaces|mobile,0
23660962.0,2,24.0,17,public relations,0
2000000.0,1,26.0,19,SaaS,0
1000.0,1,12.0,12,apps|mobile,0
2261000.0,3,14.0,11,analytics|big data,0
6250000.0,2,14.0,13,android|apps|ios|mobile|testing,0
4500000.0,2,14.0,11,SaaS,0
2000000.0,1,25.0,22,SaaS,0
165000.0,2,12.0,11,FinTech,0
54659.2597402597,2,16.0,14,android|internet|internet of things|ios|mobile|web cms|web development|web hosting|web tools,0
3735292.0,1,15.0,15,ad targeting|analytics|big data|natural language processing,0
1400000.0,1,14.0,12,advertising|android|mobile,0
225000.0,1,17.0,13,SaaS,0
10000.0,1,13.0,13,advertising,0
2725000.0,5,15.0,12,curated web,0
500000.0,2,13.0,12,SaaS,0
2000000.0,1,15.0,14,apps|mobile|mobile commerce|small and medium businesses,0
2000000.0,1,13.0,11,automotive|parking|ticketing,0
2000000.0,2,15.0,15,analytics|apps|games|mobile,0
100000.0,1,14.0,12,accounting,0
3000000.0,1,17.0,12,SaaS,0
54857.2431675304,1,12.0,11,SaaS,0
30000000.0,1,22.0,17,clean energy|electrical distribution|energy|industrial energy efficiency|rural energy,0
93423231.0,8,23.0,11,biotechnology,0
500000.0,1,12.0,12,FinTech,0
700000.0,1,18.0,15,SaaS,0
1950000.0,3,12.0,11,SaaS,0
75709.0,1,16.0,16,HealthTech,0
6800000.0,1,28.0,20,HealthTech,0
14500000.0,1,28.0,21,SaaS,0
43901134.0,7,23.0,11,SaaS,0
16100000.0,2,33.0,20,SaaS,0
33000000.0,3,20.0,18,SaaS,0
20159162.0,2,27.0,12,FinTech,0
2000000.0,1,13.0,12,HealthTech,0
20000.0,1,13.0,13,EdTech,0
1875000.0,1,13.0,12,analytics|big data|design,0
2000000.0,1,15.0,15,curated web|discounts|group buying,0
400000.0,1,13.0,12,FinTech,0
2000000.0,1,15.0,15,real estate,0
22800000.0,4,16.0,11,SaaS,0
1117139.0,4,15.0,11,agriculture|biotechnology,0
2000000.0,1,15.0,14,SaaS,0
2000000.0,1,17.0,17,mobile,0
11200000.0,1,37.0,12,web hosting,0
2000000.0,1,20.0,12,consumer electronics,0
2000000.0,1,12.0,12,consulting,0
2000000.0,1,24.0,21,HealthTech,0
4576452.80863892,2,13.0,11,HealthTech,0
40000.0,1,15.0,15,business services|e-commerce,1
13292327.0,2,19.0,17,SaaS,0
23000000.0,1,38.0,19,mobile,0
2000000.0,1,14.0,12,design|e-commerce|furniture|home & garden|marketplaces,0
56300000.0,4,23.0,15,automotive,1
120000.0,2,13.0,12,HealthTech,0
1200000.0,2,15.0,14,SaaS,0
1000000.0,2,15.0,14,SaaS,0
5660000.0,1,43.0,14,biotechnology,0
10375000.0,3,14.0,11,cloud computing|commercial real estate|crm,0
909161.0,1,15.0,13,mobile,0
2000000.0,1,18.0,12,manufacturing,0
186000000.0,3,20.0,11,SaaS,0
4600000.0,2,19.0,17,advertising|blogging platforms|curated web|publishing,0
40000000.0,2,24.0,14,HealthTech,0
2000000.0,1,17.0,17,clean technology,1
359742.0,1,27.0,17,SaaS,0
116000000.0,2,12.0,11,apps|personalization|service providers|utilities,0
400000.0,1,12.0,12,enterprise application|enterprise security,0
14000000.0,1,27.0,19,clean technology,0
45259000.0,1,20.0,15,marketplaces|services|wholesale,0
28612936.0,3,16.0,11,SaaS,0
2000000.0,2,14.0,11,biotechnology|chemicals|nanotechnology,0
40000.0,1,15.0,12,hospitality,0
785000.0,1,17.0,16,HealthTech,0
2000000.0,1,18.0,17,aquaculture|manufacturing,0
2000000.0,3,27.0,15,manufacturing,0
150000.0,1,17.0,15,manufacturing,0
1770000.0,1,20.0,17,SaaS,0
4270000.0,1,20.0,19,SaaS,0
3907466.0,4,20.0,11,clean technology,0
190624633.0,8,22.0,11,semiconductors,0
2000000.0,1,18.0,13,hospitality,0
16226758.0781003,3,26.0,16,biotechnology,1
29567009.0,2,39.0,26,public relations,0
2000000.0,1,14.0,12,HealthTech,0
2000000.0,1,12.0,12,clean technology,0
327260.0,1,13.0,13,biotechnology,0
2500000.0,1,12.0,11,energy|energy efficiency|services,0
2200000.0,1,17.0,11,clean technology,0
8180000.0,3,28.0,12,clean technology,0
200000.0,1,21.0,17,biotechnology,0
20000000.0,1,22.0,19,semiconductors,1
99600000.0,4,20.0,12,HealthTech,0
7472500.0,6,14.0,11,SaaS,0
11591907.0,1,15.0,11,SaaS,0
74119365.0,7,22.0,13,HealthTech,0
150910788.0,5,18.0,12,clean technology,0
16000000.0,2,14.0,11,digital media|mobile advertising|telecommunications|wireless,0
8100000.0,2,20.0,14,clean technology|water,0
2000000.0,1,16.0,14,AI,0
145000.0,1,24.0,14,computers|consumer electronics|e-commerce|electronics|hardware|mobile|tablets,0
165000.0,1,22.0,12,semiconductors,0
616666.0,1,17.0,14,SaaS,0
2000000.0,1,16.0,15,SaaS,0
55000000.0,1,31.0,12,AI,0
2500000.0,1,21.0,18,SaaS,0
122000000.0,4,17.0,14,HealthTech,0
25000000.0,1,21.0,18,HealthTech,0
2000000.0,1,11.0,11,internet|search|technology,0
2094063.0,1,12.0,11,SaaS,0
16190000.0,2,27.0,21,SaaS,0
500000.0,1,14.0,13,AI,0
21401781.0,5,26.0,11,SaaS,0
76750000.0,4,16.0,13,HealthTech,0
20000000.0,2,20.0,14,clean technology|energy,0
39868500.0,4,26.0,14,SaaS,0
1060000.0,1,13.0,12,b2b|construction|interior design|marketplaces|search,0
45000.0,1,38.0,13,FinTech,0
34800000.0,1,20.0,16,biotechnology,0
20000000.0,1,24.0,18,HealthTech,1
2000000.0,1,15.0,12,FinTech,0
1835140.0,1,16.0,11,manufacturing,0
9737605.0,3,15.0,11,HealthTech,0
150000.0,1,15.0,14,clean technology|recycling|waste management,0
7100000.0,2,62.0,11,restaurants,0
666953.0,7,16.0,11,HealthTech,0
64860.0,1,12.0,11,SaaS,0
101000000.0,5,24.0,12,biotechnology,0
11500000.0,1,14.0,11,SaaS,0
200000.0,1,19.0,12,biotechnology,0
1500000.0,2,12.0,11,clean energy|consumer internet|energy|renewable energies,0
13000000.0,2,25.0,11,HealthTech,0
500000.0,1,15.0,12,manufacturing,0
540000.0,4,18.0,13,advertising platforms|analytics|big data|digital media,0
390000.0,3,15.0,15,environmental innovation|green|natural resources|pets,0
28000.0,1,14.0,14,SaaS,0
135000.0,2,16.0,13,curated web,0
5000000.0,1,15.0,13,games|sensors,0
100000.0,1,14.0,12,SaaS,0
2500000.0,1,15.0,14,FinTech,0
15000000.0,2,21.0,19,SaaS,0
7045397.0,5,20.0,11,biotechnology,0
2000000.0,1,13.0,13,HealthTech,0
101750000.0,2,26.0,22,biotechnology,0
2000000.0,1,20.0,16,mobile,0
2000000.0,1,14.0,14,FinTech,0
3535000.0,1,15.0,15,social media,0
10000.0,2,17.0,12,SaaS,0
2000000.0,1,12.0,14,e-commerce|eyewear|fashion,0
2300000.0,3,12.0,11,3d technology|architecture|real estate|technology,0
99000000.0,1,22.0,16,biotechnology,0
125000000.0,7,30.0,23,FinTech,0
2000000.0,1,17.0,16,news,1
135000.0,1,19.0,14,SaaS,0
3508711.0,3,17.0,12,SaaS,0
2000000.0,1,23.0,23,apps|architecture|databases|design|home & garden,0
111540.0,1,17.0,17,architecture|interior design|internet|services,0
12500000.0,2,35.0,19,business services|enterprises|information technology,0
297000.0,2,14.0,12,SaaS,0
1155981.0,4,15.0,11,SaaS,0
4500000.0,1,22.0,20,design|eda tools|manufacturing,0
250000.0,2,11.0,11,SaaS,1
328000.0,1,12.0,12,FinTech,0
1000000.0,1,19.0,11,automotive|electric vehicles,0
17000000.0,5,19.0,14,biotechnology,0
750000.0,2,13.0,11,android|apps|ios|photography|photo sharing|video,0
2000000.0,1,21.0,19,search,1
3000000.0,1,21.0,17,AI,0
62000000.0,4,29.0,18,security,0
34060000.0,1,30.0,21,SaaS,0
3672448.0,1,19.0,11,HealthTech,0
26914000.0,3,26.0,20,security,0
20000000.0,1,32.0,15,SaaS,0
1567000.0,3,16.0,11,big data|services|social network media,0
393669.0,1,16.0,16,SaaS,0
28952603.0,2,16.0,11,SaaS,0
27250000.0,2,14.0,14,network security,0
35000.0,1,17.0,16,HealthTech,0
2000000.0,1,12.0,12,SaaS,0
162000.0,3,12.0,11,biotechnology,0
6300000.0,2,13.0,13,therapeutics,0
400000.0,1,13.0,12,SaaS,0
8000000.0,1,27.0,22,computers|network security|wireless,1
112785321.0,3,19.0,11,biotechnology,0
40000.0,1,15.0,14,e-commerce,0
12500000.0,2,15.0,12,FinTech,0
10080000.0,1,30.0,20,investment management,0
64080000.0,3,23.0,17,HealthTech,0
1875000.0,1,22.0,14,SaaS,0
2900150.0,1,24.0,15,HealthTech,0
1955000.0,2,14.0,11,language learning,0
100000.0,1,13.0,12,networking,0
6809333.0,4,15.0,11,internet|technology,0
25500000.0,3,13.0,11,cyber security|data security|security,0
900000.0,2,13.0,12,games|mobile games|social games,0
2000000.0,1,33.0,11,services|telecommunications|utilities,0
5500000.0,1,14.0,11,SaaS,0
435000.0,1,12.0,12,SaaS,0
80000000.0,1,23.0,12,manufacturing,0
955000.0,2,12.0,11,application platforms|online gaming|social games,0
220260000.0,3,49.0,14,biotechnology,0
47952301.0,7,26.0,12,SaaS,0
310000.0,1,20.0,11,curated web|flowers,0
37000000.0,1,15.0,13,real estate,0
20000000.0,1,30.0,24,internet|internet service providers|wireless,0
230000.0,1,14.0,13,EdTech,0
150000.0,1,14.0,13,SaaS,0
611076.0,1,14.0,13,analytics,0
2000000.0,1,13.0,12,SaaS,0
1525000.0,1,12.0,11,SaaS,0
18200000.0,2,25.0,13,HealthTech,0
178540.0,1,16.0,16,news,0
2323000.0,1,23.0,16,hospitality,0
15800000.0,1,24.0,19,biotechnology,0
80050000.0,4,13.0,11,FinTech,0
500000.0,1,13.0,13,FinTech,0
1960000.0,3,16.0,11,SaaS,0
128352074.0,7,29.0,11,HealthTech,0
30000000.0,2,13.0,11,automotive|cyber security,0
200000.0,1,17.0,16,analytics|consumer electronics|market research|predictive analytics|social media|user experience design,0
8791580.0,5,14.0,11,advertising|deep information technology|mobile|predictive analytics,0
1565000.0,2,16.0,15,SaaS,0
20995129.0,7,17.0,12,SaaS,0
2000000.0,1,22.0,11,MarTech,0
10450000.0,1,50.0,17,security,1
2000000.0,1,14.0,11,advertising,0
2000000.0,1,30.0,19,HealthTech,0
4800000.0,1,45.0,13,SaaS,0
350000.0,1,23.0,19,HealthTech,0
1750000.0,1,16.0,15,SaaS,1
13600000.0,1,13.0,11,audio|technology|wearables,0
9050000.0,3,21.0,13,SaaS,0
4650000.0,2,15.0,13,FinTech,0
82300500.0,4,23.0,13,SaaS,0
100000.0,1,15.0,13,HealthTech,0
1670000.0,1,16.0,16,SaaS,0
10948780.0,3,25.0,11,SaaS,0
64700000.0,2,20.0,18,consulting|wireless,0
80000.0,1,14.0,14,advertising|augmented reality,0
1100000.0,1,25.0,15,mobile,1
2000000.0,1,22.0,13,real estate,0
2860000.0,5,20.0,11,SaaS,0
9513175.0,3,24.0,16,mobile,0
2000000.0,1,18.0,17,semiconductors,1
5000000.0,1,19.0,19,SaaS,0
54000000.0,2,20.0,12,real estate,0
400000.0,1,18.0,18,games|online gaming|virtual worlds,0
73000.0,1,11.0,11,consumer electronics|electronics|services,0
30350000.0,3,26.0,20,SaaS,0
10000000.0,1,27.0,13,biotechnology,0
7100000.0,2,20.0,17,clean technology,0
2000000.0,1,13.0,13,e-commerce,0
200000.0,1,12.0,11,HealthTech,0
1500000.0,1,25.0,12,clean technology,0
30000000.0,1,27.0,27,b2b|business services|services,1
5875000.0,2,19.0,11,biotechnology,0
181860000.0,7,26.0,19,SaaS,0
25000.0,1,16.0,13,EdTech,0
2450000.0,2,17.0,15,EdTech,0
200000.0,1,11.0,11,HealthTech,1
622000.0,1,28.0,19,SaaS,1
2000000.0,1,11.0,11,SaaS,0
23500000.0,2,27.0,20,biotechnology,0
36000000.0,1,12.0,11,HealthTech,0
30000.0,1,13.0,12,design|home automation|home decor,0
845075.0,2,17.0,12,SaaS,1
1000000.0,1,141.0,12,EdTech,0
10000.0,1,16.0,13,manufacturing,0
4450000.0,2,14.0,14,search,0
2000000.0,1,12.0,11,HealthTech,0
7964826.0,2,25.0,14,SaaS,0
5025000.0,2,25.0,13,games|social games,0
900000.0,2,28.0,11,SaaS,0
1800000.0,1,14.0,13,SaaS,0
3500000.0,1,114.0,13,biotechnology,0
2000000.0,1,20.0,14,biotechnology,0
3000000.0,1,43.0,12,FinTech,0
600000.0,1,19.0,12,business analytics|business services|trading,0
1000000.0,1,17.0,16,MarTech,1
7000000.0,2,30.0,19,SaaS,0
300000.0,1,14.0,14,SaaS,0
62101270.0,5,22.0,13,consulting,0
22000000.0,2,13.0,11,SaaS,0
4662037.0,3,15.0,11,cloud data services|data security|information technology|services,0
4076321.0,2,13.0,11,MarTech,0
54493.0,2,16.0,15,AI,1
2900000.0,1,19.0,13,semiconductors,0
2000000.0,1,16.0,16,advertising|search,0
1000000.0,1,15.0,14,manufacturing,0
411981.0,1,12.0,11,telecommunications,0
1347000.0,2,17.0,15,social media,0
31300000.0,2,15.0,11,pharmaceuticals,0
1000000.0,1,22.0,15,biotechnology,0
2000000.0,1,15.0,13,AI,0
60100000.0,6,17.0,12,cyber security|iaas|it and cybersecurity|security,0
2000000.0,1,12.0,12,FinTech,0
2000000.0,1,15.0,13,SaaS,0
955000.0,2,21.0,17,security|web tools,0
283500.0,1,12.0,12,AI,0
600000.0,1,15.0,13,SaaS,0
350000.0,1,12.0,12,AI,0
5587582.0,5,21.0,11,biotechnology,0
